analysis_time_ms,res_width,res_height,pixels_per_module,avg_luminance,AE_AF_status,sharpness,payload_preview
1780402929189,700,700,9.576,118.832,AE/OFF AF/OFF ,33561.729,"00000220|1780399567931|Rh3Kf9XWl6s0emeDVpQ4AlxvY3sGGqC3RZdgcBQhOZT3K8KylQswaOOmrK0GtalgFcmvqMM1buza9bhan7OVoWEe4pCa5vBGallunbvaevYBlQH1qrdh7oBt1OEnFJvF7tsK18RWJuzZ9y6J67ONZHBdT4gs03HIEmqGCKIr78zlM7vtV..."
1780402929221,700,700,9.733,117.983,AE/OFF AF/OFF ,34101.535,"00000220|1780399567931|Rh3Kf9XWl6s0emeDVpQ4AlxvY3sGGqC3RZdgcBQhOZT3K8KylQswaOOmrK0GtalgFcmvqMM1buza9bhan7OVoWEe4pCa5vBGallunbvaevYBlQH1qrdh7oBt1OEnFJvF7tsK18RWJuzZ9y6J67ONZHBdT4gs03HIEmqGCKIr78zlM7vtV..."
1780402929259,700,700,7.216,118.107,AE/OFF AF/OFF ,33268.036,""
1780402929287,700,700,9.951,120.375,AE/OFF AF/OFF ,30619.530,"00000220|1780399567931|Rh3Kf9XWl6s0emeDVpQ4AlxvY3sGGqC3RZdgcBQhOZT3K8KylQswaOOmrK0GtalgFcmvqMM1buza9bhan7OVoWEe4pCa5vBGallunbvaevYBlQH1qrdh7oBt1OEnFJvF7tsK18RWJuzZ9y6J67ONZHBdT4gs03HIEmqGCKIr78zlM7vtV..."
1780402929326,700,700,7.216,118.202,AE/OFF AF/OFF ,27164.949,""
1780402929353,700,700,7.216,115.467,AE/OFF AF/OFF ,20806.477,""
1780402929388,700,700,7.216,118.394,AE/OFF AF/OFF ,23723.971,""
1780402929421,700,700,7.216,118.856,AE/OFF AF/OFF ,22526.769,""
1780402929454,700,700,7.216,115.418,AE/OFF AF/OFF ,19505.440,""
1780402929489,700,700,7.216,115.818,AE/OFF AF/OFF ,19548.703,""
1780402929521,700,700,7.216,113.780,AE/OFF AF/OFF ,22034.000,""
1780402929555,700,700,7.216,110.420,AE/OFF AF/OFF ,22500.069,""
1780402929586,700,700,7.216,107.215,AE/OFF AF/OFF ,29438.299,""
1780402929622,700,700,7.216,110.998,AE/OFF AF/OFF ,32004.641,""
1780402929653,700,700,7.216,112.717,AE/OFF AF/OFF ,35363.081,""
1780402929686,700,700,8.720,117.074,AE/OFF AF/OFF ,40997.152,"00000222|1780399568338|AXVkNPaJLD8PJuTC7zA923qdisPNjljceFeOPGSxBeMQZcojblKTUrmz5bowIWsLYnz7vmiRut21wE0qGx9VuT0jLs3M0E0VsLghKPDj2vR1tsIfuTwbRpDXHIhcZDMKLp0sc9V4Mub00ypGX2tf6Almp5TJqteMHknvIarKihP0k7Ji9..."
1780402929723,700,700,7.216,118.984,AE/OFF AF/OFF ,46104.916,""
1780402929756,700,700,7.216,120.934,AE/OFF AF/OFF ,46601.609,""
1780402929787,700,700,7.216,122.954,AE/OFF AF/OFF ,39662.220,""
1780402929821,700,700,7.216,119.042,AE/OFF AF/OFF ,39495.817,""
1780402929853,700,700,7.216,111.293,AE/OFF AF/OFF ,47679.209,""
1780402929893,700,700,7.638,107.815,AE/OFF AF/OFF ,56086.321,"00000223|1780399568540|oIxhbpnH58kVfLpiyiE0TQwjyepPHKB3w5vrVKVGFaNTaFhVm60APdbK8rBn1CVS2ZPtorUCK7hA2NgfRrGvd3w3VN6gLrYZDWSiFsoKUjmVnTogIPA7UAH0YT8YhUs4iIPeOFcKbcMCwD19D0B764m4Bo4ui2PSIIuaPXSVVl0odA7ZX..."
1780402929920,700,700,7.503,107.219,AE/OFF AF/OFF ,64369.904,"00000223|1780399568540|oIxhbpnH58kVfLpiyiE0TQwjyepPHKB3w5vrVKVGFaNTaFhVm60APdbK8rBn1CVS2ZPtorUCK7hA2NgfRrGvd3w3VN6gLrYZDWSiFsoKUjmVnTogIPA7UAH0YT8YhUs4iIPeOFcKbcMCwD19D0B764m4Bo4ui2PSIIuaPXSVVl0odA7ZX..."
1780402929953,700,700,7.216,108.643,AE/OFF AF/OFF ,57698.898,""
1780402929986,700,700,7.216,105.732,AE/OFF AF/OFF ,57095.522,""
1780402930020,700,700,7.010,110.139,AE/OFF AF/OFF ,50466.988,"00000224|1780399568743|dBsy5flmHkpeWcu0ejojKLj4E5NM6v2N18Jll9V1Vt7xaDLHNECbC3gYXLA9l226E758hrhck1p89Lk0UZnJDwIWSu9jPZaDc4o9t6zMeGuI0wL0y5eXJQNthijEGfU3lwnSlcTvsCMrnoUCssAst7i62HhtUGE6jQ0WZ7XEJcWhQkP9p..."
1780402930055,700,700,6.841,107.619,AE/OFF AF/OFF ,44780.357,"00000224|1780399568743|dBsy5flmHkpeWcu0ejojKLj4E5NM6v2N18Jll9V1Vt7xaDLHNECbC3gYXLA9l226E758hrhck1p89Lk0UZnJDwIWSu9jPZaDc4o9t6zMeGuI0wL0y5eXJQNthijEGfU3lwnSlcTvsCMrnoUCssAst7i62HhtUGE6jQ0WZ7XEJcWhQkP9p..."
1780402930087,700,700,6.704,108.171,AE/OFF AF/OFF ,40375.415,"00000224|1780399568743|dBsy5flmHkpeWcu0ejojKLj4E5NM6v2N18Jll9V1Vt7xaDLHNECbC3gYXLA9l226E758hrhck1p89Lk0UZnJDwIWSu9jPZaDc4o9t6zMeGuI0wL0y5eXJQNthijEGfU3lwnSlcTvsCMrnoUCssAst7i62HhtUGE6jQ0WZ7XEJcWhQkP9p..."
1780402930120,700,700,6.597,109.562,AE/OFF AF/OFF ,36380.880,"00000224|1780399568743|dBsy5flmHkpeWcu0ejojKLj4E5NM6v2N18Jll9V1Vt7xaDLHNECbC3gYXLA9l226E758hrhck1p89Lk0UZnJDwIWSu9jPZaDc4o9t6zMeGuI0wL0y5eXJQNthijEGfU3lwnSlcTvsCMrnoUCssAst7i62HhtUGE6jQ0WZ7XEJcWhQkP9p..."
1780402930156,700,700,6.525,105.668,AE/OFF AF/OFF ,30510.480,"00000225|1780399568946|nXeaDfaJPUeNAbS8Yn7FSVip9HZlx89fiWZ5ySHlFoKd5SB9yUmNrSJcOOXhgzgTOUSshWUONiR7Sfw7IBORXLV4LtEnjVuXus5JNkoMkppCbddZXHAa9f68DYA3Z7rywqb8eswb02DYDKkqQ37fP1aRZicXcV4EAh27OI5YFgBxxpU3Z..."
1780402930190,700,700,7.216,105.926,AE/OFF AF/OFF ,32017.944,""
1780402930221,700,700,7.216,105.385,AE/OFF AF/OFF ,30129.849,""
1780402930254,700,700,7.216,104.369,AE/OFF AF/OFF ,28720.148,""
1780402930290,700,700,6.332,105.208,AE/OFF AF/OFF ,26873.951,"00000225|1780399568946|nXeaDfaJPUeNAbS8Yn7FSVip9HZlx89fiWZ5ySHlFoKd5SB9yUmNrSJcOOXhgzgTOUSshWUONiR7Sfw7IBORXLV4LtEnjVuXus5JNkoMkppCbddZXHAa9f68DYA3Z7rywqb8eswb02DYDKkqQ37fP1aRZicXcV4EAh27OI5YFgBxxpU3Z..."
1780402930320,700,700,7.216,103.410,AE/OFF AF/OFF ,24805.634,""
1780402930355,700,700,7.216,102.669,AE/OFF AF/OFF ,23339.202,""
1780402930388,700,700,7.216,102.448,AE/OFF AF/OFF ,21777.042,""
1780402930421,700,700,7.216,100.930,AE/OFF AF/OFF ,21309.632,""
1780402930454,700,700,7.216,102.516,AE/OFF AF/OFF ,21058.704,""
1780402930490,700,700,7.216,103.576,AE/OFF AF/OFF ,20742.138,""
1780402930521,700,700,7.216,103.558,AE/OFF AF/OFF ,20149.457,""
1780402930557,700,700,7.216,105.400,AE/OFF AF/OFF ,19491.930,""
1780402930587,700,700,7.216,106.157,AE/OFF AF/OFF ,18816.312,""
1780402930623,700,700,7.216,104.960,AE/OFF AF/OFF ,18183.218,""
1780402930657,700,700,7.216,104.257,AE/OFF AF/OFF ,17752.324,""
1780402930687,700,700,7.216,106.447,AE/OFF AF/OFF ,17995.271,""
1780402930722,700,700,7.216,107.026,AE/OFF AF/OFF ,18477.447,""
1780402930755,700,700,7.216,107.840,AE/OFF AF/OFF ,19424.802,""
1780402930789,700,700,7.216,109.314,AE/OFF AF/OFF ,19645.960,""
1780402930823,700,700,7.216,111.851,AE/OFF AF/OFF ,19816.147,""
1780402930855,700,700,7.216,111.869,AE/OFF AF/OFF ,22219.589,""
1780402930889,700,700,6.273,112.368,AE/OFF AF/OFF ,24562.447,"00000228|1780399569554|kS2dBKOATAsQ3oLvS8ermSPPgeieE8XtAon7TGZzoUpIM4Rrb9AcxKSOkMfFURzE0RoJKR0fx8AmYbqL0MF9Tv7UUlGQ80IW5vLrgIf2hYkxPy6DALfhDv8jYKI7zvacLCgZsTwck4XBkyMupeOqPeAhKufRuO5COE4Btp47AaESsv1D7..."
1780402930927,700,700,7.216,111.311,AE/OFF AF/OFF ,26195.342,""
1780402930958,700,700,7.216,111.259,AE/OFF AF/OFF ,26847.250,""
1780402930986,700,700,7.216,114.408,AE/OFF AF/OFF ,28720.361,""
1780402931023,700,700,7.216,112.042,AE/OFF AF/OFF ,30940.967,""
1780402931056,700,700,7.216,112.866,AE/OFF AF/OFF ,31743.583,""
1780402931093,700,700,7.216,113.442,AE/OFF AF/OFF ,31843.763,""
1780402931155,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402931128,700,700,7.216,110.957,AE/OFF AF/OFF ,28869.804,""
1780402931194,700,700,7.216,114.099,AE/OFF AF/OFF ,24083.298,""
1780402931223,700,700,7.216,112.740,AE/OFF AF/OFF ,23019.233,""
1780402931258,700,700,7.216,111.646,AE/OFF AF/OFF ,22517.690,""
1780402931291,700,700,7.216,111.525,AE/OFF AF/OFF ,23084.722,""
1780402931333,700,700,7.216,109.496,AE/OFF AF/OFF ,25090.653,""
1780402931356,700,700,7.216,110.020,AE/OFF AF/OFF ,25763.112,""
1780402931394,700,700,7.216,106.825,AE/OFF AF/OFF ,27290.587,""
1780402931426,700,700,7.216,110.439,AE/OFF AF/OFF ,29519.520,""
1780402931458,700,700,7.216,109.747,AE/OFF AF/OFF ,30609.177,""
1780402931492,700,700,7.216,106.870,AE/OFF AF/OFF ,32005.300,""
1780402931528,700,700,7.216,108.922,AE/OFF AF/OFF ,34973.823,""
1780402931559,700,700,7.216,107.894,AE/OFF AF/OFF ,34173.332,""
1780402931590,700,700,7.216,105.912,AE/OFF AF/OFF ,35844.940,""
1780402931623,700,700,7.216,107.866,AE/OFF AF/OFF ,42930.682,""
1780402931663,700,700,7.216,108.191,AE/OFF AF/OFF ,44849.814,""
1780402931693,700,700,7.216,109.626,AE/OFF AF/OFF ,42750.920,""
1780402931723,700,700,7.216,109.905,AE/OFF AF/OFF ,41589.618,""
1780402931761,700,700,7.216,109.907,AE/OFF AF/OFF ,42143.782,""
1780402931794,700,700,7.216,108.843,AE/OFF AF/OFF ,40192.985,""
1780402931825,700,700,7.216,108.073,AE/OFF AF/OFF ,37512.308,""
1780402931890,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402931865,700,700,7.216,109.571,AE/OFF AF/OFF ,33609.849,""
1780402931930,700,700,7.216,108.953,AE/OFF AF/OFF ,26148.700,""
1780402931956,700,700,7.216,110.542,AE/OFF AF/OFF ,23305.584,""
1780402931991,700,700,7.216,106.763,AE/OFF AF/OFF ,20507.905,""
1780402932026,700,700,7.216,112.509,AE/OFF AF/OFF ,20345.633,""
1780402932059,700,700,7.216,111.260,AE/OFF AF/OFF ,18606.607,""
1780402932098,700,700,7.216,110.421,AE/OFF AF/OFF ,21671.996,""
1780402932127,700,700,7.216,109.752,AE/OFF AF/OFF ,20694.424,""
1780402932158,700,700,7.216,109.592,AE/OFF AF/OFF ,20804.808,""
1780402932196,700,700,7.216,112.497,AE/OFF AF/OFF ,19868.411,""
1780402932227,700,700,7.216,112.746,AE/OFF AF/OFF ,22048.079,""
1780402932259,700,700,7.216,109.884,AE/OFF AF/OFF ,22153.171,""
1780402932290,700,700,7.216,111.417,AE/OFF AF/OFF ,20592.021,""
1780402932326,700,700,7.216,110.448,AE/OFF AF/OFF ,17870.766,""
1780402932361,700,700,7.216,108.083,AE/OFF AF/OFF ,14727.409,""
1780402932391,700,700,7.216,108.405,AE/OFF AF/OFF ,13120.596,""
1780402932424,700,700,7.216,106.935,AE/OFF AF/OFF ,10993.415,""
1780402932458,700,700,7.216,107.650,AE/OFF AF/OFF ,9720.396,""
1780402932494,700,700,7.216,106.009,AE/OFF AF/OFF ,9256.809,""
1780402932527,700,700,7.216,105.777,AE/OFF AF/OFF ,8895.461,""
1780402932558,700,700,7.216,104.984,AE/OFF AF/OFF ,8710.239,""
1780402932592,700,700,7.216,104.937,AE/OFF AF/OFF ,8643.295,""
1780402932625,700,700,7.216,105.519,AE/OFF AF/OFF ,8779.498,""
1780402932693,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402932660,700,700,7.216,108.168,AE/OFF AF/OFF ,8853.403,""
1780402932726,700,700,7.216,106.528,AE/OFF AF/OFF ,8865.499,""
1780402932761,700,700,7.216,107.012,AE/OFF AF/OFF ,8825.795,""
1780402932794,700,700,7.216,105.564,AE/OFF AF/OFF ,7027.864,""
1780402932826,700,700,7.216,105.705,AE/OFF AF/OFF ,8239.619,""
1780402932859,700,700,7.216,104.500,AE/OFF AF/OFF ,7724.540,""
1780402932895,700,700,7.216,103.358,AE/OFF AF/OFF ,7247.939,""
1780402932959,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402932930,700,700,7.216,101.972,AE/OFF AF/OFF ,6464.570,""
1780402932995,700,700,7.216,98.411,AE/OFF AF/OFF ,5805.461,""
1780402933026,700,700,7.216,95.642,AE/OFF AF/OFF ,4853.541,""
1780402933061,700,700,7.216,93.161,AE/OFF AF/OFF ,5029.224,""
1780402933096,700,700,7.216,90.741,AE/OFF AF/OFF ,5403.975,""
1780402933124,700,700,7.216,88.526,AE/OFF AF/OFF ,5062.849,""
1780402933159,700,700,7.216,88.044,AE/OFF AF/OFF ,5223.212,""
1780402933192,700,700,7.216,86.550,AE/OFF AF/OFF ,4675.386,""
1780402933227,700,700,7.216,88.367,AE/OFF AF/OFF ,4375.099,""
1780402933263,700,700,7.216,89.174,AE/OFF AF/OFF ,4594.540,""
1780402933294,700,700,7.216,89.512,AE/OFF AF/OFF ,4395.540,""
1780402933326,700,700,7.216,88.639,AE/OFF AF/OFF ,4256.686,""
1780402933360,700,700,7.216,89.223,AE/OFF AF/OFF ,4325.368,""
1780402933391,700,700,7.216,90.454,AE/OFF AF/OFF ,4395.837,""
1780402933427,700,700,7.216,91.396,AE/OFF AF/OFF ,4339.976,""
1780402933459,700,700,7.216,91.766,AE/OFF AF/OFF ,4516.214,""
1780402933492,700,700,7.216,92.394,AE/OFF AF/OFF ,4865.364,""
1780402933525,700,700,7.216,91.715,AE/OFF AF/OFF ,4543.603,""
1780402933558,700,700,7.216,92.059,AE/OFF AF/OFF ,6303.930,""
1780402933593,700,700,7.216,94.997,AE/OFF AF/OFF ,7066.033,""
1780402933660,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402933629,700,700,7.216,97.811,AE/OFF AF/OFF ,8578.984,""
1780402933697,700,700,7.216,101.856,AE/OFF AF/OFF ,11951.631,""
1780402933727,700,700,5.817,103.921,AE/OFF AF/OFF ,12721.539,"00000242|1780399572404|KJVvEw1RVKhGolG55UP8Ds7hjk9EurbEvkV8LSPR7ZFAy7OQatQA9VtncyLbsYeMveb45plC8fK2Lpsah7fZBt9Ta4alphKZrjV5Z9IFD888t7mfk8LG3laIb9tlvTu4zdbSirC2TfZDtMlytP8xfefflX2RsKAKoh0Yqm9MMeB59HAzl..."
1780402933762,700,700,5.796,103.295,AE/OFF AF/OFF ,12666.892,"00000242|1780399572404|KJVvEw1RVKhGolG55UP8Ds7hjk9EurbEvkV8LSPR7ZFAy7OQatQA9VtncyLbsYeMveb45plC8fK2Lpsah7fZBt9Ta4alphKZrjV5Z9IFD888t7mfk8LG3laIb9tlvTu4zdbSirC2TfZDtMlytP8xfefflX2RsKAKoh0Yqm9MMeB59HAzl..."
1780402933795,700,700,5.746,101.882,AE/OFF AF/OFF ,11726.078,"00000242|1780399572404|KJVvEw1RVKhGolG55UP8Ds7hjk9EurbEvkV8LSPR7ZFAy7OQatQA9VtncyLbsYeMveb45plC8fK2Lpsah7fZBt9Ta4alphKZrjV5Z9IFD888t7mfk8LG3laIb9tlvTu4zdbSirC2TfZDtMlytP8xfefflX2RsKAKoh0Yqm9MMeB59HAzl..."
1780402933830,700,700,7.216,100.203,AE/OFF AF/OFF ,10242.227,""
1780402933874,700,700,7.216,100.155,AE/OFF AF/OFF ,8685.253,""
1780402933894,700,700,7.216,97.196,AE/OFF AF/OFF ,7667.152,""
1780402933931,700,700,7.216,95.945,AE/OFF AF/OFF ,7422.427,""
1780402933959,700,700,7.216,92.938,AE/OFF AF/OFF ,6980.251,""
1780402933996,700,700,7.216,90.202,AE/OFF AF/OFF ,6215.241,""
1780402934028,700,700,7.216,88.124,AE/OFF AF/OFF ,5173.489,""
1780402934061,700,700,7.216,86.075,AE/OFF AF/OFF ,5018.286,""
1780402934094,700,700,7.216,83.343,AE/OFF AF/OFF ,4556.274,""
1780402934125,700,700,7.216,82.473,AE/OFF AF/OFF ,4318.727,""
1780402934162,700,700,7.216,82.863,AE/OFF AF/OFF ,4143.452,""
1780402934203,700,700,7.216,82.401,AE/OFF AF/OFF ,4111.571,""
1780402934227,700,700,7.216,82.601,AE/OFF AF/OFF ,4155.789,""
1780402934264,700,700,7.216,81.920,AE/OFF AF/OFF ,4012.647,""
1780402934293,700,700,7.216,82.165,AE/OFF AF/OFF ,3995.014,""
1780402934328,700,700,7.216,83.250,AE/OFF AF/OFF ,3985.332,""
1780402934361,700,700,7.216,81.440,AE/OFF AF/OFF ,3936.379,""
1780402934396,700,700,7.216,84.064,AE/OFF AF/OFF ,4162.310,""
1780402934428,700,700,7.216,84.203,AE/OFF AF/OFF ,4319.111,""
1780402934461,700,700,7.216,84.488,AE/OFF AF/OFF ,4201.596,""
1780402934495,700,700,7.216,84.516,AE/OFF AF/OFF ,4206.933,""
1780402934526,700,700,7.216,84.726,AE/OFF AF/OFF ,4008.564,""
1780402934560,700,700,7.216,82.371,AE/OFF AF/OFF ,3720.968,""
1780402934596,700,700,7.216,81.238,AE/OFF AF/OFF ,3512.020,""
1780402934629,700,700,7.216,80.178,AE/OFF AF/OFF ,3309.069,""
1780402934660,700,700,7.216,78.542,AE/OFF AF/OFF ,3306.931,""
1780402934697,700,700,7.216,79.852,AE/OFF AF/OFF ,3235.663,""
1780402934733,700,700,7.216,81.510,AE/OFF AF/OFF ,3182.998,""
1780402934762,700,700,7.216,80.091,AE/OFF AF/OFF ,3255.808,""
1780402934794,700,700,7.216,79.921,AE/OFF AF/OFF ,3289.088,""
1780402934828,700,700,7.216,83.134,AE/OFF AF/OFF ,3298.306,""
1780402934862,700,700,7.216,83.005,AE/OFF AF/OFF ,3369.808,""
1780402934899,700,700,7.216,83.644,AE/OFF AF/OFF ,3359.659,""
1780402934929,700,700,7.216,84.039,AE/OFF AF/OFF ,3375.268,""
1780402934963,700,700,7.216,85.138,AE/OFF AF/OFF ,3413.864,""
1780402934994,700,700,7.216,86.246,AE/OFF AF/OFF ,3416.332,""
1780402935026,700,700,7.216,86.583,AE/OFF AF/OFF ,3417.593,""
1780402935061,700,700,7.216,87.912,AE/OFF AF/OFF ,3452.386,""
1780402935094,700,700,7.216,88.490,AE/OFF AF/OFF ,3448.870,""
1780402935129,700,700,7.216,89.401,AE/OFF AF/OFF ,3459.672,""
1780402935194,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402935175,700,700,7.216,89.304,AE/OFF AF/OFF ,3397.990,""
1780402935231,700,700,7.216,88.928,AE/OFF AF/OFF ,3253.303,""
1780402935260,700,700,7.216,88.490,AE/OFF AF/OFF ,3130.118,""
1780402935297,700,700,7.216,88.528,AE/OFF AF/OFF ,3073.984,""
1780402935330,700,700,7.216,88.369,AE/OFF AF/OFF ,3020.917,""
1780402935362,700,700,7.216,88.103,AE/OFF AF/OFF ,2976.207,""
1780402935392,700,700,7.216,87.766,AE/OFF AF/OFF ,2940.684,""
1780402935427,700,700,7.216,87.551,AE/OFF AF/OFF ,2903.892,""
1780402935460,700,700,7.216,88.182,AE/OFF AF/OFF ,2766.781,""
1780402935496,700,700,7.216,90.330,AE/OFF AF/OFF ,2853.502,""
1780402935534,700,700,7.216,92.303,AE/OFF AF/OFF ,2962.689,""
1780402935561,700,700,7.216,93.663,AE/OFF AF/OFF ,3084.419,""
1780402935595,700,700,7.216,93.453,AE/OFF AF/OFF ,3248.048,""
1780402935636,700,700,7.216,93.958,AE/OFF AF/OFF ,3391.110,""
1780402935661,700,700,7.216,92.104,AE/OFF AF/OFF ,3201.342,""
1780402935694,700,700,7.216,94.190,AE/OFF AF/OFF ,3772.346,""
1780402935727,700,700,7.216,94.139,AE/OFF AF/OFF ,3914.837,""
1780402935763,700,700,7.216,94.127,AE/OFF AF/OFF ,4062.768,""
1780402935796,700,700,7.216,94.604,AE/OFF AF/OFF ,4200.996,""
1780402935827,700,700,7.216,95.429,AE/OFF AF/OFF ,4358.964,""
1780402935868,700,700,7.216,94.494,AE/OFF AF/OFF ,3616.506,""
1780402935898,700,700,7.216,96.336,AE/OFF AF/OFF ,4642.541,""
1780402935929,700,700,7.216,96.421,AE/OFF AF/OFF ,4778.376,""
1780402935962,700,700,7.216,96.715,AE/OFF AF/OFF ,4881.959,""
1780402935998,700,700,7.216,96.651,AE/OFF AF/OFF ,4953.028,""
1780402936031,700,700,7.216,96.495,AE/OFF AF/OFF ,5008.144,""
1780402936063,700,700,7.216,97.376,AE/OFF AF/OFF ,4924.522,""
1780402936094,700,700,7.216,97.278,AE/OFF AF/OFF ,4941.358,""
1780402936128,700,700,7.216,97.124,AE/OFF AF/OFF ,4963.056,""
1780402936163,700,700,7.216,97.068,AE/OFF AF/OFF ,4971.566,""
1780402936194,700,700,7.216,97.167,AE/OFF AF/OFF ,4995.223,""
1780402936231,700,700,7.216,96.753,AE/OFF AF/OFF ,4921.264,""
1780402936264,700,700,7.216,95.041,AE/OFF AF/OFF ,4672.999,""
1780402936297,700,700,7.216,95.501,AE/OFF AF/OFF ,4738.792,""
1780402936327,700,700,7.216,95.935,AE/OFF AF/OFF ,5189.759,""
1780402936361,700,700,7.216,96.496,AE/OFF AF/OFF ,5501.883,""
1780402936393,700,700,7.216,98.966,AE/OFF AF/OFF ,5718.944,""
1780402936429,700,700,7.216,98.134,AE/OFF AF/OFF ,6010.915,""
1780402936466,700,700,7.216,99.279,AE/OFF AF/OFF ,6350.039,""
1780402936499,700,700,7.216,100.519,AE/OFF AF/OFF ,6599.270,""
1780402936531,700,700,7.216,101.364,AE/OFF AF/OFF ,6798.970,""
1780402936562,700,700,7.216,101.479,AE/OFF AF/OFF ,6811.053,""
1780402936598,700,700,7.216,99.986,AE/OFF AF/OFF ,6553.907,""
1780402936627,700,700,7.216,98.308,AE/OFF AF/OFF ,6252.143,""
1780402936662,700,700,7.216,98.152,AE/OFF AF/OFF ,5808.173,""
1780402936695,700,700,7.216,95.027,AE/OFF AF/OFF ,5411.103,""
1780402936735,700,700,7.216,93.813,AE/OFF AF/OFF ,5256.713,""
1780402936763,700,700,7.216,93.129,AE/OFF AF/OFF ,5270.103,""
1780402936797,700,700,7.216,92.575,AE/OFF AF/OFF ,5206.070,""
1780402936830,700,700,7.216,93.225,AE/OFF AF/OFF ,5289.063,""
1780402936864,700,700,7.216,91.901,AE/OFF AF/OFF ,4338.878,""
1780402936896,700,700,7.216,93.364,AE/OFF AF/OFF ,5119.350,""
1780402936928,700,700,7.216,92.273,AE/OFF AF/OFF ,5018.568,""
1780402936962,700,700,7.216,92.560,AE/OFF AF/OFF ,4932.864,""
1780402936999,700,700,7.216,93.018,AE/OFF AF/OFF ,4883.970,""
1780402937030,700,700,7.216,92.934,AE/OFF AF/OFF ,4883.115,""
1780402937063,700,700,7.216,91.266,AE/OFF AF/OFF ,3722.810,""
1780402937097,700,700,7.216,91.644,AE/OFF AF/OFF ,4824.123,""
1780402937130,700,700,7.216,91.227,AE/OFF AF/OFF ,4854.535,""
1780402937169,700,700,7.216,91.301,AE/OFF AF/OFF ,4922.917,""
1780402937195,700,700,7.216,91.544,AE/OFF AF/OFF ,5050.291,""
1780402937233,700,700,7.216,92.531,AE/OFF AF/OFF ,5220.388,""
1780402937264,700,700,7.216,95.645,AE/OFF AF/OFF ,4117.206,""
1780402937297,700,700,7.216,98.148,AE/OFF AF/OFF ,5556.144,""
1780402937329,700,700,7.216,100.942,AE/OFF AF/OFF ,6038.626,""
1780402937362,700,700,7.216,101.791,AE/OFF AF/OFF ,6638.322,""
1780402937399,700,700,7.216,104.379,AE/OFF AF/OFF ,7497.800,""
1780402937464,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402937441,700,700,7.216,104.950,AE/OFF AF/OFF ,8476.278,""
1780402937496,700,700,7.216,102.942,AE/OFF AF/OFF ,9778.135,""
1780402937533,700,700,7.216,103.353,AE/OFF AF/OFF ,9863.895,""
1780402937564,700,700,7.216,103.470,AE/OFF AF/OFF ,9696.735,""
1780402937597,700,700,7.216,105.171,AE/OFF AF/OFF ,9341.288,""
1780402937630,700,700,7.216,104.914,AE/OFF AF/OFF ,8828.875,""
1780402937668,700,700,7.216,102.848,AE/OFF AF/OFF ,8148.961,""
1780402937698,700,700,7.216,100.034,AE/OFF AF/OFF ,7347.147,""
1780402937729,700,700,7.216,98.617,AE/OFF AF/OFF ,6886.725,""
1780402937764,700,700,7.216,96.886,AE/OFF AF/OFF ,6547.306,""
1780402937796,700,700,7.216,95.743,AE/OFF AF/OFF ,6288.936,""
1780402937830,700,700,7.216,95.471,AE/OFF AF/OFF ,6091.359,""
1780402937868,700,700,7.216,95.752,AE/OFF AF/OFF ,5892.127,""
1780402937902,700,700,7.216,94.759,AE/OFF AF/OFF ,5931.883,""
1780402937929,700,700,7.216,93.915,AE/OFF AF/OFF ,5791.998,""
1780402937961,700,700,7.216,94.029,AE/OFF AF/OFF ,5549.523,""
1780402937996,700,700,7.216,93.707,AE/OFF AF/OFF ,5373.575,""
1780402938032,700,700,7.216,92.381,AE/OFF AF/OFF ,5186.166,""
1780402938071,700,700,7.216,90.679,AE/OFF AF/OFF ,5009.631,""
1780402938095,700,700,7.216,88.142,AE/OFF AF/OFF ,3671.929,""
1780402938131,700,700,7.216,89.772,AE/OFF AF/OFF ,4833.351,""
1780402938164,700,700,7.216,89.913,AE/OFF AF/OFF ,4812.556,""
1780402938196,700,700,7.216,89.801,AE/OFF AF/OFF ,4804.703,""
1780402938229,700,700,7.216,89.447,AE/OFF AF/OFF ,4871.751,""
1780402938262,700,700,7.216,91.003,AE/OFF AF/OFF ,4868.597,""
1780402938299,700,700,7.216,90.634,AE/OFF AF/OFF ,4866.358,""
1780402938328,700,700,7.216,92.041,AE/OFF AF/OFF ,4867.839,""
1780402938365,700,700,7.216,90.747,AE/OFF AF/OFF ,4691.107,""
1780402938397,700,700,7.216,90.220,AE/OFF AF/OFF ,4420.759,""
1780402938429,700,700,7.216,89.195,AE/OFF AF/OFF ,4027.150,""
1780402938464,700,700,7.216,86.678,AE/OFF AF/OFF ,3610.468,""
1780402938498,700,700,7.216,84.266,AE/OFF AF/OFF ,2845.846,""
1780402938544,700,700,7.216,82.800,AE/OFF AF/OFF ,3020.133,""
1780402938598,1080,1080,-1.000,-1.000,BUSY_DROP,-1.000,""
1780402938564,700,700,7.216,82.418,AE/OFF AF/OFF ,2854.180,""
1780402938630,700,700,7.216,82.087,AE/OFF AF/OFF ,2984.142,""
